ra,dec,u,g,r,i,z,objid,specobjid,class,subclass,survey,plate,mjd,fiberid,ra1,dec1,u1,g1,r1,i1,z1,objid1,specobjid1,class1,subclass1,survey1,plate1,mjd1,fiberid1,cor,cor_logit
221.765773678109,0.208467135079609,19.62602,18.17846,17.51197,17.19215,16.98197,1237648704593854700,3303527293485344768,STAR,F2,segue1,2934,54626,498,220.944398238877,-0.12423430464563,17.62884,16.26179,15.70123,15.46273,15.33955,1237648721248649500,3275328943854479360,STAR,F9,segue1,2909,54653,313,0.9741610534370809,-0.21052610262877605
222.645912798735,-2.78024932766888,19.56133,18.35796,17.83157,17.61425,17.48977,1237655691403592e3,1037033018969057280,STAR,F9,sdss,921,52380,288,221.066456477545,-0.139195541735175,18.62699,17.33113,16.80713,16.60515,16.51992,1237648721248714800,3275318773371922432,STAR,F9,segue1,2909,54653,276,0.9398262319252841,-0.21052610262877605
221.389280004416,39.2304019300336,19.1671,17.91628,17.39624,17.17002,17.08633,1237661851481407700,3812324105684885504,STAR,F9,segue2,3386,54952,98,221.092865531549,-0.167211075949497,16.90591,15.95388,15.55147,15.39012,15.32864,1237648721248714800,3275317124104480768,STAR,F5,segue1,2909,54653,270,0.925163574177938,-0.21052610262877605
222.069027615807,0.155525743696381,20.18458,18.79643,18.22939,17.9936,17.88474,1237648704593985800,3303533340799297536,STAR,F9,segue1,2934,54626,520,221.138447875634,-0.167927784213458,18.05939,16.85359,16.34415,16.12698,16.04144,1237648721248714800,3275319598005643264,STAR,F2,segue1,2909,54653,279,0.971759478786557,-0.21052610262877605
223.052046298773,-0.30818713065146,18.75331,17.33838,16.76682,16.53391,16.42318,1237648704057573400,3731313463641874432,STAR,F9,segue2,3314,54970,295,221.168818890086,-0.114821034598571,17.38426,16.26992,15.82501,15.62656,15.55709,1237648721248780300,3275319872883550208,STAR,F5,segue1,2909,54653,280,0.9323289740213371,-0.21052610262877605
222.915681298048,2.07323753338887,18.83538,17.5987,17.71799,17.82848,17.9144,1237651754029089e3,604781731941214208,STAR,A0,sdss,537,52027,631,221.225493992462,-0.0785705422597742,17.29637,16.08212,16.29895,16.47697,16.57315,1237648721248780300,3275315749714946048,STAR,A0,segue1,2909,54653,265,0.9985930807017934,-0.21052610262877605
222.120673831544,42.1204880700596,20.023,18.14062,17.35859,17.01452,16.83603,1237661362915049700,3834906975309766656,STAR,K3,segue2,3406,54970,334,221.373513557647,-0.113125681768385,19.18019,17.56847,16.99995,16.81535,16.72455,1237648721248845800,3275308053133551616,STAR,F9,segue1,2909,54653,237,0.654186210764355,-0.21052610262877605
222.447564568577,0.194133533313121,18.31545,16.77258,16.14369,15.90647,15.7795,1237648704594182100,3303543511281854464,STAR,F9,segue1,2934,54626,557,221.417670723666,-0.0913594628847885,19.29829,17.73198,17.201,16.98596,16.86635,1237648721248845800,3275304479720761344,STAR,F9,segue1,2909,54653,224,0.975196993617337,-0.21052610262877605
223.040609897809,32.6533233479937,19.83414,18.16283,17.47151,17.16915,17.03266,1237662224081224e3,3732411325532446720,STAR,K3,segue2,3315,54942,193,221.509890827655,-0.119756170994925,18.8903,17.43654,16.88372,16.6766,16.5839,1237648721248911400,3275306403866109952,STAR,F9,segue1,2909,54653,231,0.7491566634271014,-0.21052610262877605
223.310159846175,60.7874752151618,18.3687,17.1964,16.77089,16.51163,16.60244,1237651252580450300,684714853796964352,STAR,F9,sdss,608,52081,610,221.596433596505,-0.172872275120371,17.20727,16.25812,15.94711,15.82728,15.81195,1237648721248977e3,3275308328011458560,STAR,F5,segue1,2909,54653,238,0.954162977863234,-0.21052610262877605
