ra,dec,u,g,r,i,z,objid,specobjid,class,subclass,survey,plate,mjd,fiberid,ra1,dec1,u1,g1,r1,i1,z1,objid1,specobjid1,class1,subclass1,survey1,plate1,mjd1,fiberid1,cor
146.94388122035,0.0391758255337755,18.29695,17.00027,16.4497,16.20717,16.10233,1237650796220383200,299499847927490560,STAR,G2,sdss,266,51630,38,46.7414304717356,-8.5266488815071,17.34864,16.0382,15.51697,15.31508,15.23112,1237649961379954700,3586026743561036e3,STAR,F9,segue2,3185,54829,129,0.9849768174697562
146.94388122035,0.0391758255337755,18.29695,17.00027,16.4497,16.20717,16.10233,1237650796220383200,299499847927490560,STAR,G2,sdss,266,51630,38,46.812598851923,-8.35103765167439,20.71813,19.62054,19.1274,18.95084,18.91881,1237649961379954700,3586025369171501e3,STAR,F2,segue2,3185,54829,124,0.9300864233717768
210.337210040338,-0.474453574422901,20.16176,18.4378,17.71461,17.35842,17.19664,1237648720707125500,338925591354959900,STAR,K3,sdss,301,51942,108,46.8739938859971,-8.48067922020431,17.54075,16.06987,15.42802,15.14747,14.9928,1237649961380020200,3586016023322665e3,STAR,F9,segue2,3185,54829,90,0.7008900363955692
183.592097928508,0.405497759141423,20.9404,18.98152,18.13074,17.75833,17.55587,1237648721769202e3,364940856471349250,STAR,K3,sdss,324,51666,543,46.8777802406796,-8.41687135649162,20.58669,18.76641,17.95977,17.62314,17.43394,1237649961380020200,3586017947468013600,STAR,K3,segue2,3185,54829,97,0.9510953919878101
205.910567486995,-0.344157574054239,20.2399,18.80597,18.14108,17.86193,18.01416,1237648704050037e3,336664166267906050,STAR,F9,sdss,299,51671,73,46.8917057041956,-8.53093860569034,19.44163,18.07477,17.48623,17.27516,17.15242,1237649961380020200,3586017397712199700,STAR,F9,segue2,3185,54829,95,0.9210685060041943
167.987051759834,0.563577414310795,20.70552,19.23802,18.70238,18.41905,18.34278,1237674650997162e3,313150289316177900,STAR,G2,sdss,278,51900,546,46.9615343367236,-8.50193574396417,19.32555,18.25751,17.77762,17.52823,17.41034,1237649961380020200,3586013824299409400,STAR,F5,segue2,3185,54829,82,0.9540025743342356
146.94388122035,0.0391758255337755,18.29695,17.00027,16.4497,16.20717,16.10233,1237650796220383200,299499847927490560,STAR,G2,sdss,266,51630,38,47.1251999948493,-8.49533610945391,17.40545,16.21244,15.72555,15.54928,15.47411,1237649961380085800,3586005303084294e3,STAR,G2,segue2,3185,54829,51,0.9814454364623074
169.689125964165,-0.751985424559135,21.16707,19.12651,18.16441,17.7687,17.54568,1237674649387335700,314131604853254140,STAR,K5,sdss,279,51984,20,47.0910518694922,-8.34880754624413,20.45183,18.48247,17.60864,17.22694,17,1237649961380085800,3586015198688944e3,STAR,K3,segue2,3185,54829,87,0.8714883227663113
205.910567486995,-0.344157574054239,20.2399,18.80597,18.14108,17.86193,18.01416,1237648704050037e3,336664166267906050,STAR,F9,sdss,299,51671,73,47.2670424437396,-8.34482932218003,18.41506,16.92753,16.33045,16.09873,15.97726,1237649961380151300,3586005577962201e3,STAR,F9,segue2,3185,54829,52,0.9788305737691306
169.689125964165,-0.751985424559135,21.16707,19.12651,18.16441,17.7687,17.54568,1237674649387335700,314131604853254140,STAR,K5,sdss,279,51984,20,47.4316487135234,-8.3040733903374,20.43179,18.06005,17.14091,16.80637,16.60919,1237649961380216800,3586003928694759400,STAR,K3,segue2,3185,54829,46,0.752945743950903
